Titolo,Autore,Curatori,Istituzione,Anno,URL, Stato
Nietzsche Source,Friedrich Nietzsche,Paolo D’Iorio,École Normale Supérieure / Universität Basel,2009,https://www.nietzschesource.org,Attivo, Germania
Wittgenstein Source,Ludwig Wittgenstein,Christian Erbacher,Università di Bergen,2011,https://www.wittgensteinsource.org,Attivo
Correspondance Barbeyrac (1702-1743),
Correspondence de Pierre Bayle,
Walter Benjamin Digital — Writings and Literaty Estate. Volume 11: Berliner Chronik / Berliner Kindheit um neunzehnhundert Facsimiles of the manuscripts and transcriptions,
A. C. Chavannes et sa "Science générale de l'homme" (1788),
Codex Suprasliensis,
Corpus Augustinianum Gissense a Cornelio Mayer editum,
Ferdinand Ebner: Gesammelte Werke. Online Edition,
Guillelmus Autissiodorensis Summa de officiis ecclesiasticis. Kritisch-digitale Erstausgabe,
Johann Georg Hamann: Kommentierte Briefausgabe,
Ludvig Holbergs Skrifter,
davidhume.org,
Kritische Gesamtausgabe der Schriften und Briefe Andreas Bodensteins von Karlstadt,
The Lucula noctis Project
The Liber Genealogus G,	
Søren Kierkegaards Skrifter,
Gottfried Wilhelm Leibniz: Naturwissenschaftlich- medizinisch-technische Schriften – Reihe VIII der Akademieausgabe,
MEGAdigital - Ökonomische Texte von Karl Marx im Internet,
Digital Mishnah,
Michel Eyquem de Montaigne: Les «Essais»,
Montedite - Édition en ligne des pensées de Montesquieu,
Bibliothek der Neologie,
Notker III. von St. Gallen: De interpretatione. Elektronische Teiledition,
Saint Patrick's Confessio,
Les manuscrits arabes des lettres de Paul de Tarse,
The Richard Rufus of Cornwall Project,
The Collected Letters of Bertrand Russell: An Electronic Edition,
schleiermacher digital: Briefwechsel Tageskalender Vorlesungen von Friedrich Schleiermacher 1808–1834,
Schopenhauer's Library Annotations and marks in his Spanish books,
Codex Sinaiticus,
Corpus Thomisticum,
Adam Wodeham - Editio Critica Electronica Ordinationis Oxoniensis,
Huldrych Zwingli Briefe: Digitale Texte,
HyperNietzsche,


Hannah Arendt. Kritische Gesamtausgabe,
Johann Caspar Lavater: Historical-Critical Edition of Selected Correspondence (JCLB),
Jeanne Hersch: Digitale Neuauflage der Schriften,
Coseriu Edition,
schleiermacher digital: Briefwechsel Tageskalender Vorlesungen von Friedrich Schleiermacher 1808–1834,
edition humboldt digital, 
Wilhelm von Humboldt Online-Edition der sprachwissenschaftlichen Korrespondenz,
Berliner Klassik,
DiLeCos – Digital Letters to Eugenio Coseriu,
The Digital Cassirer Collection,
Letters and texts: Intellectual Berlin around 1800,
Ein Sermon von Ablass und Gnade: a digital edition,
Ahiqar - The Story of Ahiqar in its Syriac and Arabic Tradition,
Paippalāda Recension of the Atharvaveda,
EvQ, 
GramsciProject,
Hugh of Saint Victor's De quinque septenis (On the Five Sevens) and Its Versification in Samuel Presbiter's De oratione dominica (On the Lord's Prayer),
Der Bibliothekskatalog der Paderborner Kapuziner von 1761,
Petrus Plaoul - Editio Critica Commentarii in libris Sententiarum,
A Digital Comparative Edition and Partial Translation of the Shorter Chinese Saṃyukta Āgama (T.100),
Zwischen Theologie frühmoderner Naturwissenschaft und politischer Korrespondenz: Die sozinianischen Briefwechsel,
Buddhist Stone Sutras in China,
Galileo Galilei’s Notes on Motion,
